ortho	phon	lemme	cgram	genre	nombre	
nord-vietnamien	nORvjEtnamj5	nord-vietnamien	NOM	m	s	
millefeuille	mil°f9j	millefeuille	NOM		s	
précieuses	pResj2z	précieux	NOM	f	p	
intempérance	5t@peR@s	intempérance	NOM	f	s	
sibérien	sibeRj5	sibérien	NOM	m	s	
proscription	pROskRipsj§	proscription	NOM	f	s	
fraiseuse	fREz2z	fraiseur	NOM	f	s	
apicultrice	apikyltRis	apiculteur	NOM	f	s	
mareyeuse	maREj2z	mareyeur	NOM	f	s	
voyageur	vwajaZ9R	voyageur	NOM	m	s	
motoculture	motokyltyR	motoculture	NOM	f	s	
épigone	epigon	épigone	NOM	m	s	
pléthore	pletOR	pléthore	NOM	f	s	
antibolchevisme	@tibOlS°vizm	antibolchevisme	NOM	m	s	
adepte	adEpt	adepte	NOM		s	
non-participation	n§paRtisipasj§	non-participation	NOM	f	s	
dératisation	deRatizasj§	dératisation	NOM	f	s	
amuse-gueules	amyzg9l	amuse-gueule	NOM	m	p	
chabrot	SabRo	chabrot	NOM	m	s	
anti-poison	@tipwaz§	anti-poison	NOM	m	s	
cicérone	siseROn	cicérone	NOM	m	s	
péchons	peS§	péchon	NOM	m	p	
joint	Zw5	joint	NOM	m	s	
vouloir	vulwaR	vouloir	NOM	m	s	
barbichette	baRbiSEt	barbichette	NOM	f	s	
gâchettes	gaSEt	gâchette	NOM	f	p	
chasse	Sas	chasse	NOM	f	s	
parâtre	paRatR	parâtre	NOM	m	s	
instabilité	5stabilite	instabilité	NOM	f	s	
ploutocrates	plutokRat	ploutocrate	NOM	m	p	
demi-vertu	d2mivERty	demi-vertu	NOM	f	s	
débarbouillette	debaRbujEt	débarbouillette	NOM	f	s	
salicorne	salikORn	salicorne	NOM	f	s	
convertie	k§vERti	converti	NOM	f	s	
emmaillotement	@majOt°m@	emmaillotement	NOM	m	s	
vies	vi	vie	NOM	f	p	
pleureurs	pl2R9R	pleureur	NOM	m	p	
ondulations	§dylasj§	ondulation	NOM	f	p	
vapeur	vap9R	vapeur	NOM		s	
lutteuse	lyt2z	lutteur	NOM	f	s	
bourrellerie	buREl°Ri	bourrellerie	NOM	f	s	
grainetier	gREn°tje	grainetier	NOM	m	s	
xylophoniste	gzilofonist	xylophoniste	NOM		s	
colombien	kol§bj5	colombien	NOM	m	s	
sunna	syna	sunna	NOM	f	s	
amabilités	amabilite	amabilité	NOM	f	p	
mémorialiste	memoRjalist	mémorialiste	NOM		s	
régals	Regal	régal	NOM	m	p	
boom	bum	boom	NOM	m	s	
camouflets	kamuflE	camouflet	NOM	m	p	
contingence	k§t5Z@s	contingence	NOM	f	s	
mécanisation	mekanizasj§	mécanisation	NOM	f	s	
percussions	pERkysj§	percussion	NOM	f	p	
point-clé	pw5kle	point-clé	NOM	m	s	
tournements	tuRn°m@	tournement	NOM	m	p	
psychotechniciens	psikotEknisj5	psychotechnicien	NOM	m	p	
prieuré	pRij9Re	prieuré	NOM	m	s	
interdits	5tERdi	interdit	NOM	m	p	
calculette	kalkylEt	calculette	NOM	f	s	
vitriols	vitRijOl	vitriol	NOM	m	p	
frics	fRik	fric	NOM	m	p	
coquelet	kOk°lE	coquelet	NOM	m	s	
hépatique	epatik	hépatique	NOM		s	
étole	etOl	étole	NOM	f	s	
irlandaise	iRl@dEz	irlandais	NOM	f	s	
amicale	amikal	amicale	NOM	f	s	
fortification	fORtifikasj§	fortification	NOM	f	s	
furies	fyRi	furie	NOM	f	p	
joailliers	Zoaje	joaillier	NOM	m	p	
rouge-gorge	RuZgORZ	rouge-gorge	NOM	m	s	
embauchoir	@boSwaR	embauchoir	NOM	m	s	
cinoche	sinOS	cinoche	NOM	m	s	
oustachi	ustaSi	oustachi	NOM	m	s	
usine-pilote	yzinpilOt	usine-pilote	NOM	f	s	
ours	uRs	ours	NOM	m	s	
décideurs	desid9R	décideur	NOM	m	p	
transposition	tR@spozisj§	transposition	NOM	f	s	
sud-ouest	sydwEst	sud-ouest	NOM	m		
eucalyptus	2kaliptys	eucalyptus	NOM	m		
petits-fours	p°tifuR	petit-four	NOM	m	p	
narcose	naRkoz	narcose	NOM	f	s	
cacaos	kakao	cacao	NOM	m	p	
gueulards	g2laR	gueulard	NOM	m	p	
cirons	siR§	ciron	NOM	m	p	
vasoconstriction	vazok§stRiksj§	vasoconstriction	NOM	f	s	
peccadille	pekadij	peccadille	NOM	f	s	
obstacles	Opstakl	obstacle	NOM	m	p	
skieurs	skj9R	skieur	NOM	m	p	
allegro	alEgRo	allegro	NOM	m	s	
choeurs	k9R	choeur	NOM	m	p	
fusible	fyzibl	fusible	NOM	m	s	
urbanisme	yRbanizm	urbanisme	NOM	m	s	
arrière-petites-filles	aRjERp°titfij	arrière-petite-fille	NOM	f	p	
faïence	faj@s	faïence	NOM	f	s	
brahmanisme	bRamanizm	brahmanisme	NOM	m	s	
hédoniste	edonist	hédoniste	NOM		s	
castrisme	kastRism	castrisme	NOM	m	s	
bibliographe	biblijogRaf	bibliographe	NOM		s	
macchabées	makabe	macchabée	NOM	m	p	
avant-printemps	av@pR5t@	avant-printemps	NOM	m		
suédine	s8edin	suédine	NOM	f	s	
trimballage	tR5balaZ	trimballage	NOM	m	s	
hacienda	asjEnda	hacienda	NOM	f	s	
automobiliste	otomobilist	automobiliste	NOM		s	
scolioses	skoljoz	scoliose	NOM	f	p	
inimitiés	inimitje	inimitié	NOM	f	p	
cadors	kadOR	cador	NOM	m	p	
égyptienne	eZipsjEn	égyptien	NOM	f	s	
bouchons	buS§	bouchon	NOM	m	p	
tanka	t@ka	tanka	NOM	m	s	
half-track	alftRak	half-track	NOM	m	s	
cour-jardin	kuRZaRd5	cour-jardin	NOM	f	s	
mi-patio	mipatjo	mi-patio	NOM	m	s	
cubistes	kybist	cubiste	NOM		p	
dysménorrhée	dismenORe	dysménorrhée	NOM	f	s	
orin	oR5	orin	NOM	m	s	
varappe	vaRap	varappe	NOM	f	s	
bagasse	bagas	bagasse	NOM	f	s	
semi-liberté	s°milibERte	semi-liberté	NOM	f	s	
patriarcats	patRijaRka	patriarcat	NOM	m	p	
chiffreur	SifR9R	chiffreur	NOM	m	s	
retour	R°tuR	retour	NOM	m	s	
story-board	stoRibORd	story-board	NOM	m	s	
ultra-sons	yltRas§	ultra-son	NOM	m	p	
apollon	apol§	apollon	NOM	m	s	
cybernétiques	sibERnetik	cybernétique	NOM	f	p	
schnock	SnOk	schnock	NOM		s	
beau-parent	bopaR@	beau-parent	NOM	m	s	
trinôme	tRinom	trinôme	NOM	m	s	
clergyman	klERZiman	clergyman	NOM	m	s	
cités-dortoirs	sitedORtwaR	cité-dortoir	NOM	f	p	
boubous	bubu	boubou	NOM	m	p	
porte-billets	pORtbijE	porte-billets	NOM	m		
comparaisons	k§paREz§	comparaison	NOM	f	p	
technicienne	tEknisjEn	technicien	NOM	f	s	
scrofule	skRofyl	scrofule	NOM	f	s	
chipolatas	Sipolata	chipolata	NOM	f	p	
athlètes	atlEt	athlète	NOM		p	
vifs	vif	vif	NOM	m	p	
turlupinades	tyRlypinad	turlupinade	NOM	f	p	
scopolamine	skopolamin	scopolamine	NOM	f	s	
demi-millimètre	d2mimilimEtR	demi-millimètre	NOM	m	s	
incoordination	5koORdinasj§	incoordination	NOM	f	s	
logisticien	lOZistisj5	logisticien	NOM	m	s	
chauvinisme	Sovinizm	chauvinisme	NOM	m	s	
rivaux	Rivo	rival	NOM	m	p	
croquants	kRok@	croquant	NOM	m	p	
ombrée	§bRe	ombrée	NOM	f	s	
cache-brassière	kaSbRasjER	cache-brassière	NOM	m		
hiatus	jatys	hiatus	NOM	m		
contradictions	k§tRadiksj§	contradiction	NOM	f	p	
couleuvrine	kul9vRin	couleuvrine	NOM	f	s	
appréciateur	apResjat9R	appréciateur	NOM	m	s	
orteils	ORtEj	orteil	NOM	m	p	
mirabelle	miRabEl	mirabelle	NOM	f	s	
canthares	k@taR	canthare	NOM	m	p	
ajustements	aZyst°m@	ajustement	NOM	m	p	
gouges	guZ	gouge	NOM	f	p	
dégringolade	degR5golad	dégringolade	NOM	f	s	
métreur	metR9R	métreur	NOM	m	s	
concrétisation	k§kRetizasj§	concrétisation	NOM	f	s	
mises	miz	mise	NOM	f	p	
container	k§tEnER	container	NOM	m	s	
plâtres	platR	plâtre	NOM	m	p	
verdeur	vERd9R	verdeur	NOM	f	s	
aboiements	abwam@	aboiement	NOM	m	p	
disjoncteurs	disZ§kt9R	disjoncteur	NOM	m	p	
gosses	gOs	gosse	NOM		p	
habitude	abityd	habitude	NOM	f	s	
tresse	tREs	tresse	NOM	f	s	
dossiers	dosje	dossier	NOM	m	p	
victoires	viktwaR	victoire	NOM	f	p	
polar	polaR	polar	NOM	m	s	
forcenée	fORs°ne	forcené	NOM	f	s	
veinule	venyl	veinule	NOM	f	s	
mutilations	mytilasj§	mutilation	NOM	f	p	
euphorbe	2fORb	euphorbe	NOM	f	s	
camisole	kamizOl	camisole	NOM	f	s	
anti-météorites	@timeteoRit	anti-météorite	NOM	f	p	
conjurée	k§ZyRe	conjuré	NOM	f	s	
spray	spREj	spray	NOM	m	s	
symposium	s5pozjOm	symposium	NOM	m	s	
piaule	pjol	piaule	NOM	f	s	
fantassins	f@tas5	fantassin	NOM	m	p	
baudruches	bodRyS	baudruche	NOM	f	p	
dérégulation	deRegylasj§	dérégulation	NOM	f	s	
taulards	tolaR	taulard	NOM	m	p	
cataracte	kataRakt	cataracte	NOM	f	s	
italiennes	italjEn	italien	NOM	f	p	
opulences	opyl@s	opulence	NOM	f	p	
drill	dRil	drill	NOM	m	s	
oxonienne	OksonjEn	oxonien	NOM	f	s	
jauges	ZoZ	jauge	NOM	f	p	
andains	@d5	andain	NOM	m	p	
visite	vizit	visite	NOM	f	s	
élongations	el§gasj§	élongation	NOM	f	p	
adénine	adenin	adénine	NOM	f	s	
escrocs	EskRo	escroc	NOM	m	p	
katangais	kat@gE	katangais	NOM	m		
ingrats	5gRa	ingrat	NOM	m	p	
réprouvé	RepRuve	réprouvé	NOM	m	s	
inventivités	5v@tivite	inventivité	NOM	f	p	
arbitraire	aRbitRER	arbitraire	NOM	m	s	
adversité	advERsite	adversité	NOM	f	s	
homes	om	home	NOM	m	p	
inhalation	inalasj§	inhalation	NOM	f	s	
sentier	s@tje	sentier	NOM	m	s	
parlant	paRl@	parlant	NOM	m	s	
poules	pul	poule	NOM	f	p	
pat	pat	pat	NOM	m	s	
scientologue	sj@tolOg	scientologue	NOM		s	
bodhi	bOdi	bodhi	NOM	f	s	
esclavons	Esklav§	esclavon	NOM	m	p	
parallaxe	paRalaks	parallaxe	NOM	f	s	
avant-goût	av@gu	avant-goût	NOM	m	s	
inculpée	5kylpe	inculpé	NOM	f	s	
polka	pOlka	polka	NOM	f	s	
enduit	@d8i	enduit	NOM	m	s	
bichon	biS§	bichon	NOM	m	s	
relancement	R2l@s°m@	relancement	NOM	m	s	
turistas	tyRista	turista	NOM	f	p	
blue jeans	bludZins	blue-jean	NOM	m	p	
barcasse	baRkas	barcasse	NOM	f	s	
jaunisses	Zonis	jaunisse	NOM	f	p	
kung-fu	kuGfu	kung-fu	NOM	m	s	
cadratins	kadRat5	cadratin	NOM	m	p	
validé	valide	validé	NOM	m	s	
mamelons	mam°l§	mamelon	NOM	m	p	
haseki	aski	haseki	NOM	f	s	
bavarois	bavaRwa	bavarois	NOM	m		
charrons	SaR§	charron	NOM	m	p	
pairs	pER	pair	NOM	m	p	
musulmanes	myzylman	musulman	NOM	f	p	
entassements	@tas°m@	entassement	NOM	m	p	
dragon	dRag§	dragon	NOM	m	s	
bersaglier	bERsaglije	bersaglier	NOM	m	s	
kiosks	kjOsk	kiosk	NOM	m	p	
soliflore	soliflOR	soliflore	NOM	m	s	
tabloïde	tabloid	tabloïde	NOM		s	
houblons	ubl§	houblon	NOM	m	p	
foisonnement	fwazOn°m@	foisonnement	NOM	m	s	
déflexion	deflEksj§	déflexion	NOM	f	s	
grondement	gR§d°m@	grondement	NOM	m	s	
outrigger	awtRig9R	outrigger	NOM	m	s	
gin-fizz	dZinfidz	gin-fizz	NOM	m		
lucite	lysit	lucite	NOM	f	s	
blond	bl§	blond	NOM	m	s	
sagacité	sagasite	sagacité	NOM	f	s	
si	si	si	NOM	m		
barque	baRk	barque	NOM	f	s	
anse	@s	anse	NOM	f	s	
trois-huit	tRwa8it	trois-huit	NOM	m		
couacs	kwak	couac	NOM	m	p	
extrasystole	EkstRasistOl	extrasystole	NOM	f	s	
anti-manoir	@timanwaR	anti-manoir	NOM	m	s	
transats	tR@zat	transat	NOM		p	
demi-confidence	d2mik§fid@s	demi-confidence	NOM	f	s	
affaissement	afEs°m@	affaissement	NOM	m	s	
déprimés	depRime	déprimé	NOM	m	p	
moissonneuses-lieuses	mwason2zlj2z	moissonneuse-lieuse	NOM	f	p	
fofolle	fofOl	fofolle	NOM	f	s	
inscrits	5skRi	inscrit	NOM	m	p	
tôt-fait	tofE	tôt-fait	NOM	m	s	
avorteurs	avORt9R	avorteur	NOM	m	p	
pissenlits	pis@li	pissenlit	NOM	m	p	
immortel	imORtEl	immortel	NOM	m	s	
spirochète	spiROSEt	spirochète	NOM	m	s	
étui	et8i	étui	NOM	m	s	
co-dépendance	kodep@d@s	co-dépendance	NOM	f	s	
tantôt	t@to	tantôt	NOM	m	s	
neurone	n2Ron	neurone	NOM	m	s	
arrière-plans	aRjERpl@	arrière-plan	NOM	m	p	
laisser-aller	leseale	laisser-aller	NOM	m		
sagum	sagOm	sagum	NOM	m	s	
bizutages	bizytaZ	bizutage	NOM	m	p	
bémols	bemOl	bémol	NOM	m	p	
cabris	kabRi	cabri	NOM	m	p	
cavaleurs	kaval9R	cavaleur	NOM	m	p	
promeneuses	pRomn2z	promeneur	NOM	f	p	
soixantaine	swas@tEn	soixantaine	NOM	f	s	
ménager	menaZe	ménager	NOM	m	s	
parois	paRwa	paroi	NOM	f	p	
vilebrequins	vil°bR°k5	vilebrequin	NOM	m	p	
pékins	pek5	pékin	NOM	m	p	
gutta-percha	gytapERka	gutta-percha	NOM	f	s	
substruction	sypstRyksj§	substruction	NOM	f	s	
aura	oRa	aura	NOM	f	s	
sophora	sofoRa	sophora	NOM	m	s	
cactus	kaktys	cactus	NOM	m		
vitrage	vitRaZ	vitrage	NOM	m	s	
bouilloires	bujwaR	bouilloire	NOM	f	p	
écrou	ekRu	écrou	NOM	m	s	
nostalgies	nOstalZi	nostalgie	NOM	f	p	
anti-criminalité	@tikRiminalite	anti-criminalité	NOM	f	s	
grévistes	gRevist	gréviste	NOM		p	
plaste	plast	plaste	NOM	m	s	
dumping	d9mpiG	dumping	NOM	m	s	
méjugement	meZyZ°m@	méjugement	NOM	m	s	
sans-filistes	s@filist	sans-filiste	NOM	m	p	
étourderies	etuRd°Ri	étourderie	NOM	f	p	
quéquette	kekEt	quéquette	NOM	f	s	
bécot	beko	bécot	NOM	m	s	
déraisons	deREz§	déraison	NOM	f	p	
slash	slaS	slash	NOM	m	s	
chef-adjoint	SEfadZw5	chef-adjoint	NOM		s	
sclérotiques	skleRotik	sclérotique	NOM	f	p	
microseconde	mikRos°g§d	microseconde	NOM	f	s	
scapulaires	skapylER	scapulaire	NOM	m	p	
tonnage	tonaZ	tonnage	NOM	m	s	
queursoir	k9RswaR	queursoir	NOM	m	s	
monocoque	monokOk	monocoque	NOM	m	s	
niakoué	njakue	niakoué	NOM		s	
prédécesseur	pRedeses9R	prédécesseur	NOM	m	s	
immigrants	imigR@	immigrant	NOM	m	p	
réglementation	Regl°m@tasj§	réglementation	NOM	f	s	
bedaines	b2dEn	bedaine	NOM	f	p	
clochardes	kloSaRd	clochard	NOM	f	p	
vivisecteur	vivisekt9R	vivisecteur	NOM	m	s	
cathédrale	katedRal	cathédrale	NOM	f	s	
télégraphes	telegRaf	télégraphe	NOM	m	p	
étoile	etwal	étoile	NOM	f	s	
poivrotes	pwavROt	poivrot	NOM	f	p	
promptitude	pR§tityd	promptitude	NOM	f	s	
enivrement	@nivR°m@	enivrement	NOM	m	s	
diagnostics	djagnostik	diagnostic	NOM	m	p	
courtaude	kuRtod	courtaud	NOM	f	s	
nullards	nylaR	nullard	NOM	m	p	
surexcitation	syREksitasj§	surexcitation	NOM	f	s	
moire	mwaR	moire	NOM	f	s	
inflexion	5flEksj§	inflexion	NOM	f	s	
attendrisseur	at@dRis9R	attendrisseur	NOM	m	s	
bretons	bR°t§	breton	NOM	m	p	
septentrion	sEpt@tRij§	septentrion	NOM	m	s	
palissandre	palis@dR	palissandre	NOM	m	s	
placeurs	plas9R	placeur	NOM	m	p	
scaphandrier	skaf@dRije	scaphandrier	NOM	m	s	
putrescences	pytRes@s	putrescence	NOM	f	p	
clocheton	klOS°t§	clocheton	NOM	m	s	
seule	s9l	seul	NOM	f	s	
oints	w5	oint	NOM	m	p	
goûteuse	gut2z	goûteur	NOM	f	s	
potées	pote	potée	NOM	f	p	
anti-desperado	@tidEspeRado	anti-desperado	NOM	m	s	
styrène	stiREn	styrène	NOM	m	s	
mitoufle	mitufl	mitoufle	NOM	f	s	
épuisette	ep8izEt	épuisette	NOM	f	s	
vendues	v@dy	vendu	NOM	f	p	
irréguliers	iRegylje	irrégulier	NOM	m	p	
bob	bOb	bob	NOM	m	s	
cardiologue	kaRdjolOg	cardiologue	NOM		s	
désengagement	dez@gaZ°m@	désengagement	NOM	m	s	
cinglage	s5glaZ	cinglage	NOM	m	s	
lichen	likEn	lichen	NOM	m	s	
damnée	dane	damné	NOM	f	s	
requis	R°ki	requis	NOM	m		
délinquante	del5k@t	délinquant	NOM	f	s	
industriels	5dystRijEl	industriel	NOM	m	p	
ressortissants	R°sORtis@	ressortissant	NOM	m	p	
astrométrie	astRometRi	astrométrie	NOM	f	s	
intrados	5tRado	intrados	NOM	f	s	
glycine	glisin	glycine	NOM	f	s	
tortore	tORtOR	tortore	NOM	f	s	
cévadille	sevadil	cévadille	NOM	f	s	
lanthane	l@tan	lanthane	NOM	m	s	
chiots	Sjo	chiot	NOM	m	p	
machmètre	makmEtR	machmètre	NOM	m	s	
interrogateur	5tERogat9R	interrogateur	NOM	m	s	
quarantièmes	kaR@tjEm	quarantième	NOM		p	
misogyne	mizoZin	misogyne	NOM		s	
roburite	RobyRit	roburite	NOM	f	s	
doctes	dOkt	docte	NOM	m	p	
abaque	abak	abaque	NOM	m	s	
lascivités	lasivite	lascivité	NOM	f	p	
colonelle	kolonEl	colonel	NOM	f	s	
hiérarchie	jeRaRSi	hiérarchie	NOM	f	s	
flexuosité	flEks8ozite	flexuosité	NOM	f	s	
galiote	galjOt	galiote	NOM	f	s	
utilisateur	ytilizat9R	utilisateur	NOM	m	s	
agriculteur	agRikylt9R	agriculteur	NOM	m	s	
auverpins	ovERp5	auverpin	NOM	m	p	
lapidations	lapidasj§	lapidation	NOM	f	p	
katiba	katiba	katiba	NOM	f	s	
chnoque	SnOk	chnoque	NOM		s	
fourche	fuRS	fourche	NOM	f	s	
toises	twaz	toise	NOM	f	p	
drogman	dROgman	drogman	NOM	m	s	
ovni	Ovni	ovni	NOM	m		
assemblées	as@ble	assemblée	NOM	f	p	
emmouscaillements	@muskaj°m@	emmouscaillement	NOM	m	p	
bizutage	bizytaZ	bizutage	NOM	m	s	
sodomites	sodomit	sodomite	NOM	m	p	
nappe	nap	nappe	NOM	f	s	
déni	deni	déni	NOM	m	s	
insurrections	5syREksj§	insurrection	NOM	f	p	
sillet	sijE	sillet	NOM	m	s	
chatouillements	Satuj°m@	chatouillement	NOM	m	p	
effilochures	efiloSyR	effilochure	NOM	f	p	
roll	ROl	roll	NOM	m	s	
cambrement	k@bR°m@	cambrement	NOM	m	s	
lévrier	levRije	lévrier	NOM	m	s	
étrangleuse	etR@gl2z	étrangleur	NOM	f	s	
tréfonds	tRef§	tréfonds	NOM	m		
bourrine	buRin	bourrine	NOM	f	s	
tore	tOR	tore	NOM	m	s	
pochetée	pOS°te	pochetée	NOM	f	s	
gymkhana	Zimkana	gymkhana	NOM	m	s	
infantilisme	5f@tilizm	infantilisme	NOM	m	s	
vagotomie	vagOtOmi	vagotomie	NOM	f	s	
gradaille	gRadaj	gradaille	NOM	f	s	
djihads	dZiad	djihad	NOM	m	p	
prolétaire	pRoletER	prolétaire	NOM		s	
copeau	kopo	copeau	NOM	m	s	
caniches	kaniS	caniche	NOM	m	p	
anthracose	@tRakoz	anthracose	NOM	f	s	
jatte	Zat	jatte	NOM	f	s	
ciste	sist	ciste	NOM		s	
rapière	RapjER	rapière	NOM	f	s	
donations	donasj§	donation	NOM	f	p	
post-scriptum	pOstskRiptOm	post-scriptum	NOM	m		
centavo	s@tavo	centavo	NOM	m	s	
embole	@bOl	embole	NOM	m	s	
aumônier	omonje	aumônier	NOM	m	s	
boustrophédon	bustRofed§	boustrophédon	NOM	m	s	
barreau	baRo	barreau	NOM	m	s	
métisse	metis	métis	NOM	f	s	
spencer	spEnsER	spencer	NOM	m	s	
prostatite	pROstatit	prostatite	NOM	f	s	
droits	dRwa	droit	NOM	m	p	
pleurements	pl2R°m@	pleurement	NOM	m	p	
chaloupe	Salup	chaloupe	NOM	f	s	
agnathes	aNat	agnathe	NOM	m	p	
soap-opéra	sOwpopeRa	soap-opéra	NOM	m	s	
vedette	v°dEt	vedette	NOM	f	s	
gestation	ZEstasj§	gestation	NOM	f	s	
dévonien	devonj5	dévonien	NOM	m	s	
schlass	Slas	schlass	NOM	m		
dagues	dag	dague	NOM	f	p	
drôleries	dRol°Ri	drôlerie	NOM	f	p	
perfections	pERfEksj§	perfection	NOM	f	p	
mi-gonzesse	mig§zEs	mi-gonzesse	NOM	f	s	
ramages	RamaZ	ramage	NOM	m	p	
stratégies	stRateZi	stratégie	NOM	f	p	
p.	pe	p.	NOM	m		
milady	miledi	milady	NOM	f	s	
cancéreuse	k@seR2z	cancéreux	NOM	f	s	
endurcissement	@dyRsis°m@	endurcissement	NOM	m	s	
dyslexie	dislEksi	dyslexie	NOM	f	s	
demi-tarif	d°mitaRif	demi-tarif	NOM	m	s	
polytechnicien	politEknisj5	polytechnicien	NOM	m	s	
agrégées	agReZe	agrégé	NOM	f	p	
cheminot	S°mino	cheminot	NOM	m	s	
bûcherons	byS°R§	bûcheron	NOM	m	p	
non-droit	n§dRwa	non-droit	NOM	m	s	
madrés	madRe	madré	NOM	m	p	
déci	desi	déci	NOM	m	s	
amie	ami	ami	NOM	f	s	
faïenciers	faj@sje	faïencier	NOM	m	p	
nord-nord-est	nORnOREst	nord-nord-est	NOM	m	s	
raclages	RaklaZ	raclage	NOM	m	p	
ferrailleurs	fERaj9R	ferrailleur	NOM	m	p	
sororité	soRoRite	sororité	NOM	f	s	
cloporte	klopORt	cloporte	NOM	m	s	
kriss	kRis	kriss	NOM	m		
redécouverte	R°dekuvERt	redécouverte	NOM	f	s	
faucons	fok§	faucon	NOM	m	p	
spécificités	spesifisite	spécificité	NOM	f	p	
tonton	t§t§	tonton	NOM	m	s	
régicide	ReZisid	régicide	NOM		s	
gent	Z@	gent	NOM	f	s	
chambranle	S@bR@l	chambranle	NOM	m	s	
vêtement	vEt°m@	vêtement	NOM	m	s	
transduction	tR@sdyksj§	transduction	NOM	f	s	
hydre	idR	hydre	NOM	f	s	
progression	pRogREsj§	progression	NOM	f	s	
cape	kap	cape	NOM	f	s	
pignoufs	piNuf	pignouf	NOM	m	p	
haruspices	aRyspis	haruspice	NOM	m	p	
bicornes	bikORn	bicorne	NOM	m	p	
salacités	salasite	salacité	NOM	f	p	
maréchalistes	maReSalist	maréchaliste	NOM		p	
thaumaturge	tomatyRZ	thaumaturge	NOM		s	
recrutement	R°kRyt°m@	recrutement	NOM	m	s	
colonnes	kolOn	colonne	NOM	f	p	
prostitué	pROstit8e	prostitué	NOM	m	s	
lidocaïne	lidokain	lidocaïne	NOM	f	s	
clitoris	klitoRis	clitoris	NOM	m		
mnémotechnique	mnemotEknik	mnémotechnique	NOM	f	s	
fratrie	fRatRi	fratrie	NOM	f	s	
grisaille	gRizaj	grisaille	NOM	f	s	
lieur	lj9R	lieur	NOM	m	s	
pointures	pw5tyR	pointure	NOM	f	p	
pleurnicheuse	pl9RniS2z	pleurnicheur	NOM	f	s	
anti-inflammatoire	@ti5flamatwaR	anti-inflammatoire	NOM	m	s	
basileus	bazil2	basileus	NOM	m		
pouponnière	puponjER	pouponnière	NOM	f	s	
chevauchement	S°voS°m@	chevauchement	NOM	m	s	
mouvements	muv°m@	mouvement	NOM	m	p	
veillées	veje	veillée	NOM	f	p	
brises	bRiz	brise	NOM	f	p	
charnière	SaRnjER	charnière	NOM	f	s	
sanction	s@ksj§	sanction	NOM	f	s	
libertés	libERte	liberté	NOM	f	p	
loupiotes	lupjOt	loupiote	NOM	f	p	
mineure	min9R	mineur	NOM	f	s	
crapulerie	kRapyl°Ri	crapulerie	NOM	f	s	
rossignols	RosiNOl	rossignol	NOM	m	p	
ultrason	yltRas§	ultrason	NOM	m	s	
cantine	k@tin	cantine	NOM	f	s	
chiqués	Sike	chiqué	NOM	m	p	
curriculum vitae	kyRikylOmvite	curriculum vitae	NOM	m		
rutabaga	Rytabaga	rutabaga	NOM	m	s	
baux	bo	bail,bau	NOM	m	p	
k	ka	k	NOM	m		
simulation	simylasj§	simulation	NOM	f	s	
gugusse	gygys	gugusse	NOM	m	s	
coup	ku	coup	NOM	m	s	
peu	p2	peu	NOM	m		
croisillon	kRwazij§	croisillon	NOM	m	s	
prédateurs	pRedat9R	prédateur	NOM	m	p	
sida	sida	sida	NOM	m	s	
robot	Robo	robot	NOM	m	s	
orangeade	oR@Zad	orangeade	NOM	f	s	
rabotage	RabotaZ	rabotage	NOM	m	s	
souffrance	sufR@s	souffrance	NOM	f	s	
primatologue	pRimatOlOg	primatologue	NOM		s	
feuillettement	f9jEt°m@	feuillettement	NOM	m	s	
concubinage	k§kybinaZ	concubinage	NOM	m	s	
langouste	l@gust	langouste	NOM	f	s	
magnificat	maNifika	magnificat	NOM	m		
lit-cage	likaZ	lit-cage	NOM	m	s	
cueilleuse	k9j2z	cueilleur	NOM	f	s	
refuges	R°fyZ	refuge	NOM	m	p	
embaumements	@bom°m@	embaumement	NOM	m	p	
hypotonie	ipOtOni	hypotonie	NOM	f	s	
margoulins	maRgul5	margoulin	NOM	m	p	
clans	kl@	clan	NOM	m	p	
bracelet-montre	bRas°lEm§tR	bracelet-montre	NOM	m	s	
fortunes	fORtyn	fortune	NOM	f	p	
secourisme	s°kuRizm	secourisme	NOM	m	s	
futés	fyte	futé	NOM	m	p	
polisseurs	polis9R	polisseur	NOM	m	p	
camaraderies	kamaRad°Ri	camaraderie	NOM	f	p	
dent	d@	dent	NOM	f	s	
apitoiement	apitwam@	apitoiement	NOM	m	s	
carole	kaROl	carole	NOM	f	s	
durcissement	dyRsis°m@	durcissement	NOM	m	s	
ruissellements	R8isEl°m@	ruissellement	NOM	m	p	
iodure	jodyR	iodure	NOM	m	s	
économies	ekonomi	économie	NOM	f	p	
fort	fOR	fort	NOM	m	s	
conventicule	k§v@tikyl	conventicule	NOM	m	s	
manchon	m@S§	manchon	NOM	m	s	
débours	debuR	débours	NOM	m		
congères	k§ZER	congère	NOM	f	p	
bintje	bintS	bintje	NOM	f	s	
étalement	etal°m@	étalement	NOM	m	s	
adorateurs	adoRat9R	adorateur	NOM	m	p	
oxydation	Oksidasj§	oxydation	NOM	f	s	
tacot	tako	tacot	NOM	m	s	
highlanders	ajl@d9R	highlander	NOM	m	p	
idiote	idjOt	idiot	NOM	f	s	
accores	akOR	accore	NOM	m	p	
sous-offs	suzOf	sous-off	NOM	m	p	
huées	8e	huée	NOM	f	p	
coupe-vent	kupv@	coupe-vent	NOM	m	s	
décimalité	desimalite	décimalité	NOM	f	s	
